user_idx,user_id
1517,503297
1518,736003
1519,441957
1520,685182
1521,585920
1522,717911
1523,704990
1524,716872
1525,873594
1526,543111
1527,800563
1528,499820
1529,497548
1530,546956
1531,683946
1532,877614
1533,204763
1534,481991
1535,546958
1536,616411
1537,732357
1538,490103
1539,657944
1540,506162
1541,606385
1542,605849
1543,651191
1544,490984
1545,729730
1546,723961
1547,575814
1548,585327
1549,901762
1550,687352
1551,632196
1552,779104
1553,439440
1554,779178
1555,799160
1556,668185
1557,890803
1558,437113
1559,526396
1560,845768
1561,446387
1562,649506
1563,377772
1564,584133
1565,464444
1566,554374
1567,597443
1568,826598
1569,748874
1570,617366
1571,588408
1572,485145
1573,659958
1574,429605
1575,437106
1576,537712
1577,462743
1578,832330
1579,848897
1580,498647
1581,872717
1582,439505
1583,644053
1584,565022
1585,572032
1586,772703
1587,654553
1588,622596
1589,849496
1590,639347
1591,459536
1592,684337
1593,545403
1594,639981
1595,910337
1596,465143
1597,739700
1598,562257
1599,884284
1600,457128
1601,912411
1602,850200
1603,473780
1604,899789
1605,685287
1606,542516
1607,782554
1608,587200
1609,13255
1610,776089
1611,930157
1612,517982
1613,572069
1614,489462
1615,781717
1616,603681
1617,696474
1618,516859
1619,604216
1620,506291
1621,533792
1622,457262
1623,782714
1624,584768
1625,680197
1626,845580
1627,473844
1628,522118
1629,545433
1630,785451
1631,546257
1632,748521
1633,498956
1634,619054
1635,294625
1636,517468
1637,488934
1638,457462
1639,617417
1640,493922
1641,543999
1642,450493
1643,438144
1644,828760
1645,457857
1646,750654
1647,894995
1648,563647
1649,628954
1650,501054
1651,822549
1652,860329
1653,875356
1654,965687
1655,1237642
1656,1789785
1657,1101838
1658,1942765
1659,1237650
1660,957995
1661,1089223
1662,1252765
1663,2074911
1664,1138081
1665,1414290
1666,1345538
1667,2544558
1668,2002842
1669,1215591
1670,2565851
1671,2374076
1672,2110843
1673,2336537
1674,1028026
1675,1897723
1676,1205714
1677,1297969
1678,1337960
1679,1093097
1680,1104902
1681,2013521
1682,990270
1683,1189550
1684,432281
1685,2008724
1686,1294967
1687,1288741
1688,2640761
1689,2033870
1690,1195024
1691,954096
1692,2400811
1693,1340135
1694,1815446
1695,1719285
1696,1416627
1697,2616712
1698,2055063
1699,1414857
1700,1073688
1701,2000416
1702,969326
1703,1333531
1704,2296385
1705,1096222
1706,1062585
1707,1500243
1708,1148701
1709,2044062
1710,955562
1711,1268361
1712,1189695
1713,1089888
1714,2052613
1715,2263950
1716,1888129
1717,1564872
1718,1163090
1719,1070671
1720,1210407
1721,1240577
1722,1335941
1723,965779
1724,2195427
1725,1229574
1726,2479029
1727,2174587
1728,1045087
1729,967598
1730,1183986
1731,1905168
1732,1062688
1733,1086318
1734,1204804
1735,1290337
1736,1431961
1737,1848121
1738,1491658
1739,1101911
1740,1138148
1741,1111201
1742,1374143
1743,1906421
1744,1070726
1745,1098969
1746,2564579
1747,1436964
1748,1992520
1749,1174984
1750,1634198
1751,1092272
1752,1548547
1753,2289125
1754,1032508
1755,1083182
1756,1288785
1757,1559928
1758,1927679
1759,1066296
1760,1285436
1761,1621883
1762,1148787
1763,2106775
1764,1224962
1765,951313
1766,1671056
1767,1688440
1768,1434227
1769,2189273
1770,939991
1771,1014682
1772,1277984
1773,1553282
1774,1373032
1775,1843191
1776,2332488
1777,1099007
1778,1083218
1779,1612278
1780,2361148
1781,1843769
1782,969459
1783,1142735
1784,1163656
1785,1504729
1786,1736498
1787,1491705
1788,1261314
1789,1012575
1790,976648
1791,1224914
1792,1985329
1793,1592852
1794,1077083
1795,1893898
1796,1148891
1797,1513777
1798,1077548
1799,2476361
1800,1429355
1801,1109151
1802,1385189
1803,1167050
1804,2339519
1805,1385190
1806,1240110
1807,2413150
1808,1474053
1809,1938385
1810,1390649
1811,1741862
1812,1869327
1813,980495
1814,1562348
1815,2621563
1816,1419079
1817,2157995
1818,1537520
1819,1004568
1820,965915
1821,1897777
1822,1548628
1823,1111053
1824,2403525
1825,2076130
1826,1229681
1827,244286
1828,1604036
1829,782583
1830,1378892
1831,1761135
1832,1420967
1833,1231857
1834,2100824
1835,1041216
1836,1598078
1837,1779944
1838,1819170
1839,2342628
1840,954489
1841,1181286
1842,1737980
1843,1607789
1844,1404844
1845,1601913
1846,317246
1847,2095194
1848,1659179
1849,2247845
1850,1618699
1851,1131699
1852,1215868
1853,1854621
1854,1557411
1855,2057877
1856,1067720
1857,2260926
1858,1246514
1859,1462456
1860,2185529
1861,1458520
1862,2432375
1863,1288879
1864,1290850
1865,1959641
1866,1119703
1867,951346
1868,1587831
1869,1861071
1870,1604068
1871,1535575
1872,2601346
1873,1320061
1874,1444438
1875,2254752
1876,954708
1877,1113741
1878,944517
1879,2110912
1880,1356317
1881,1570949
1882,1169796
1883,977238
1884,2213215
1885,1687104
1886,1177942
1887,954693
1888,933182
1889,1154046
1890,1479740
1891,1311120
1892,1045722
1893,1541096
1894,966038
1895,1439808
1896,1378287
1897,990608
1898,1138518
1899,990604
1900,1096540
1901,1370526
1902,2429150
1903,1155558
1904,1237892
1905,2433697
1906,1017992
1907,2370784
1908,2379359
1909,833127
1910,1205127
1911,1650149
1912,1199848
1913,2102606
1914,2516634
1915,2402940
1916,1221986
1917,954652
1918,1918392
1919,1163821
1920,1854644
1921,940796
1922,1021344
1923,819658
1924,2082689
1925,1342658
1926,1038073
1927,1391048
1928,1421488
1929,2179264
1930,2192153
1931,1125927
1932,1367428
1933,983794
1934,973252
1935,1123068
1936,1011075
1937,2274920
1938,1660911
1939,1752524
1940,923585
1941,2191691
1942,1145073
1943,1008115
1944,1024679
1945,1508479
1946,1258306
1947,1783688
1948,2384273
1949,1929205
1950,2307055
1951,1871474
1952,1911489
1953,2148391
1954,2314482
1955,1340628
1956,1701384
1957,884646
1958,1551037
1959,2224965
1960,2094038
1961,1045776
1962,1149108
1963,1278224
1964,1674127
1965,311162
1966,1503296
1967,1067862
1968,1061134
1969,1123097
1970,1353897
1971,1093409
1972,1169912
1973,944707
1974,1083675
1975,2486828
1976,1067381
1977,960541
1978,1749401
1979,1133079
1980,1564989
1981,1032782
1982,2639999
1983,2225332
1984,1682920
1985,2172855
1986,884517
1987,1347280
1988,1351699
1989,1238703
1990,1643731
1991,1119896
1992,1387565
1993,2152405
1994,1642218
1995,1450781
1996,1654915
1997,2495901
1998,1163939
1999,1078758
2000,1387571
2001,1018796
2002,2269000
2003,1966459
2004,1978984
2005,1617274
2006,1288064
2007,1186828
2008,1271193
2009,1131968
2010,1163982
2011,1390800
2012,1169978
2013,1548075
2014,1679899
2015,1383224
2016,1802934
2017,1111344
2018,1096129
2019,1004909
2020,1134935
2021,1437115
2022,1440463
2023,1962495
2024,1012968
2025,1495779
2026,1153891
2027,940963
2028,969963
2029,769636
2030,1598291
2031,1035079
2032,942644
2033,1962505
2034,1208202
2035,1628464
2036,539903
2037,235453
2038,1032293
2039,1129068
2040,1775035
2041,1363109
2042,2459224
2043,1342773
2044,1620483
2045,1739464
2046,1072656
2047,1868716
2048,2159958
2049,1194467
2050,1421627
2051,1867450
2052,1205230
2053,1783002
2054,1035112
2055,1755053
2056,967374
2057,1170073
2058,1425688
2059,1606881
2060,980209
2061,1773245
2062,1515909
2063,1407080
2064,1831429
2065,1344657
2066,1032851
2067,311310
2068,2031795
2069,963319
2070,1054977
2071,995035
2072,980902
2073,2136638
2074,980910
2075,1057808
2076,1210660
2077,1195725
2078,2061695
2079,1634597
2080,1197633
2081,1213536
2082,1514076
2083,2074358
2084,2283556
2085,1129164
2086,945021
2087,1620977
2088,1018351
2089,1412021
2090,1245691
2091,1268898
2092,1285858
2093,1055016
2094,1038422
2095,1065298
2096,1647458
2097,2023737
2098,1900843
2099,1724807
2100,973557
2101,1368274
2102,1347430
2103,2297346
2104,1347438
2105,2548052
2106,2134615
2107,1205321
2108,1423140
2109,763033
2110,2512326
2111,2645258
2112,1848335
2113,1178310
2114,951775
2115,1156205
2116,1222327
2117,1839403
2118,1055061
2119,2067880
2120,1363453
2121,1243127
2122,1450434
2123,1285903
2124,2573343
2125,1045813
2126,1521977
2127,1519235
2128,991037
2129,1579902
2130,1575228
2131,2525093
2132,2358329
2133,1155930
2134,2067864
2135,1691033
2136,1031596
2137,1731240
2138,1379940
2139,2596643
2140,1655223
2141,1758952
2142,1553681
2143,1008426
2144,1773993
2145,2082759
2146,948532
2147,1356630
2148,1564467
2149,1361147
2150,1677270
2151,1556479
2152,1135598
2153,2354500
2154,951851
2155,1770458
2156,1546381
2157,1508703
2158,1127171
2159,1727499
2160,2073085
2161,1746054
2162,1075677
2163,2266443
2164,900805
2165,1015636
2166,1028766
2167,1041749
2168,1437196
2169,1763549
2170,948542
2171,1032010
2172,1114258
2173,1045897
2174,937238
2175,1015387
2176,2560169
2177,1523658
2178,1942974
2179,1189654
2180,1371984
2181,1784906
2182,1293275
2183,1021834
2184,1127707
2185,1448528
2186,1013023
2187,995142
2188,1006004
2189,1195138
2190,987716
2191,1123579
2192,1200388
2193,1692036
2194,1247984
2195,2522389
2196,1870607
2197,200404
2198,2206231
2199,1092820
2200,1292586
2201,2079475
2202,1834994
2203,1018554
2204,2341653
2205,1213710
2206,1490283
2207,1135259
2208,1793574
2209,984386
2210,1105798
2211,121767
2212,1074470
2213,2558528
2214,1895982
2215,2027448
2216,1084014
2217,1077788
2218,1381524
2219,1114351
2220,367862
2221,1373329
2222,976771
2223,1804165
2224,1329070
2225,2314121
2226,1586579
2227,1723411
2228,1132328
2229,1698962
2230,1340868
2231,1956066
2232,1409297
2233,1730106
2234,1147137
2235,1661614
2236,1617484
2237,966853
2238,1405575
2239,2596889
2240,945411
2241,1087151
2242,1561104
2243,1274701
